"Latitude (decimal degrees):	53.434",,,,,,
"Longitude (decimal degrees):	-9.060",,,,,,
"Elevation (m):	18",,,,,,
"Radiation database:	PVGIS-SARAH3",,,,,,
,,,,,,
,,,,,,
Slope: 30 deg. ,,,,,,
Azimuth: 0 deg. ,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	7.9",,,,,,
"System losses (%):	14.0",,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int
20220801:2111,0,0,0,16.57,2.76,0
20220801:2211,0,0,0,16.61,2.76,0
20220801:2311,0,0,0,16.58,2.76,0
20220802:0011,0,0,0,16.5,2.83,0
20220802:0111,0,0,0,16.33,2.76,0
20220802:0211,0,0,0,16.2,2.76,0
20220802:0311,0,0,0,16.1,2.69,0
20220802:0411,0,0,0,15.96,2.69,0
20220802:0511,0,0.91,1.46,15.94,2.69,0
20220802:0611,135.75,34.06,9.69,15.97,2.76,0
20220802:0711,839.36,147.48,18.45,16.24,3.03,0
20220802:0811,608.49,108.79,27.37,16.46,3.93,0
20220802:0911,1035.22,172.41,36.04,16.63,4.21,0
20220802:1011,681.99,120.14,43.92,17.11,4.14,0
20220802:1111,668.53,118.25,50.21,17.23,3.52,0
20220802:1211,1025.24,172.17,53.86,17.56,2.55,0
20220802:1311,1797.13,289.59,53.94,18.31,2.07,0
20220802:1411,1529.75,249.54,50.44,18.43,1.66,0
20220802:1511,1182.85,196.76,44.24,18.6,2.34,0
20220802:1611,657.6,117.3,36.41,18.58,3.24,0
20220802:1711,340.08,68.11,27.76,18.14,3.31,0
20220802:1811,334.3,67.16,18.84,17.98,2.97,0
20220802:1911,15.76,10.41,10.07,18.18,3.24,0
20220802:2011,0,0.91,1.81,17.94,3.31,0
20220802:2111,0,0,0,17.63,3.17,0
20220802:2211,0,0,0,17.33,3.1,0
20220802:2311,0,0,0,17.01,2.9,0
20220803:0011,0,0,0,16.73,2.55,0
20220803:0111,0,0,0,16.45,2.34,0
20220803:0211,0,0,0,16.17,2.14,0
20220803:0311,0,0,0,15.88,1.86,0
20220803:0411,0,0,0,15.69,1.66,0
20220803:0511,0,0,0,15.51,1.31,0
20220803:0611,140.9,35.51,9.5,15.5,1.24,0
20220803:0711,761.03,134.26,18.26,15.86,1.52,0
20220803:0811,1592.32,256.93,27.17,16.12,2,0
20220803:0911,2741.82,428.26,35.84,16.48,2.41,0
20220803:1011,2939.98,461.13,43.7,17.7,2.62,0
20220803:1111,3590.77,567.42,49.98,18.61,2.41,0
20220803:1211,2872.43,456.69,53.6,19.37,2.28,0
20220803:1311,3702.28,588.46,53.68,19.67,2.55,0
20220803:1411,4927.51,789.22,50.19,20.07,2.9,0
20220803:1511,2732,433.02,44.01,20.14,3.1,0
20220803:1611,3273.73,515.78,36.19,19.99,3.24,0
20220803:1711,1833.48,296.79,27.54,19.6,3.31,0
20220803:1811,1084.25,196.36,18.63,18.91,3.24,0
20220803:1911,284.49,60.68,9.85,18.16,2.62,0
20220803:2011,0,0.91,1.59,17.24,2.28,0
20220803:2111,0,0,0,16.42,2.07,0
20220803:2211,0,0,0,15.8,2.07,0
20220803:2311,0,0,0,15.4,1.79,0
20220804:0011,0,0,0,15.03,1.59,0
20220804:0111,0,0,0,14.78,1.45,0
20220804:0211,0,0,0,14.4,1.38,0
20220804:0311,0,0,0,13.83,1.38,0
20220804:0411,0,0,0,13.49,1.38,0
20220804:0511,0,0,0,13.34,1.38,0
20220804:0611,150,36.2,9.3,13.41,1.17,0
20220804:0711,817.66,142.95,18.06,14.47,2.14,0
20220804:0811,1416.49,229.32,26.98,15.4,2.28,0
20220804:0911,1549.23,249.37,35.64,16.41,2.14,0
20220804:1011,1602.53,258.81,43.49,17.18,1.79,0
20220804:1111,2283.65,364.35,49.74,18.14,1.59,0
20220804:1211,2452.11,391.39,53.35,18.72,1.72,0
20220804:1311,2743.01,436.9,53.42,18.99,1.86,0
20220804:1411,2461.77,393.22,49.94,19.35,1.93,0
20220804:1511,2352.64,376.16,43.77,19.51,1.86,0
20220804:1611,2162.95,346.97,35.96,19.8,1.86,0
20220804:1711,1347.27,223.07,27.33,19.58,2.07,0
20220804:1811,1031.42,185.67,18.41,19.07,2.34,0
20220804:1911,279.42,58.8,9.63,17.3,2.07,0
20220804:2011,0,0.91,1.36,16.38,2,0
20220804:2111,0,0,0,15.13,1.86,0
20220804:2211,0,0,0,14.34,1.66,0
20220804:2311,0,0,0,13.69,1.31,0
20220805:0011,0,0,0,13.04,0.97,0
20220805:0111,0,0,0,12.73,0.69,0
20220805:0211,0,0,0,12.65,0.62,0
20220805:0311,0,0,0,11.95,0.76,0
20220805:0411,0,0,0,11.51,0.83,0
20220805:0511,0,0,0,11.29,0.9,0
20220805:0611,267.85,55.21,9.1,11.63,0.76,0
20220805:0711,843,147.43,17.87,13.51,1.03,0
20220805:0811,1148.72,188.95,26.78,14.64,1.59,0
20220805:0911,1851.85,293.42,35.43,15.59,2.07,0
20220805:1011,1603.48,256.95,43.27,16.38,2.97,0
20220805:1111,4907.23,769.11,49.5,16.67,3.24,0
20220805:1211,5197.02,818.75,53.09,16.84,3.31,0
20220805:1311,4185.4,653.62,53.15,17.01,3.38,0
20220805:1411,3070.43,478.73,49.68,17.21,3.45,0
20220805:1511,2346.22,368.61,43.53,17.51,3.52,0
20220805:1611,1866.74,296.43,35.73,17.46,3.66,0
20220805:1711,1310.36,214.17,27.1,17.14,3.72,0
20220805:1811,718.58,127.22,18.19,16.66,3.24,0
20220805:1911,253.52,54.95,9.41,16.15,3.66,0
20220805:2011,0,0,0,15.68,3.38,0
20220805:2111,0,0,0,15.23,3.03,0
20220805:2211,0,0,0,15.02,3.24,0
20220805:2311,0,0,0,14.9,3.52,0
20220806:0011,0,0,0,15,3.59,0
20220806:0111,0,0,0,15.18,3.59,0
20220806:0211,0,0,0,15.31,3.59,0
20220806:0311,0,0,0,15.4,3.52,0
20220806:0411,0,0,0,15.47,3.38,0
20220806:0511,0,0,0,15.53,3.31,0
20220806:0611,102.41,28.06,8.89,15.61,3.24,0
20220806:0711,628.37,112.79,17.67,15.93,3.52,0
20220806:0811,301.59,61.49,26.59,16.26,4.07,0
20220806:0911,1676.66,267.33,35.23,16.6,3.45,0
20220806:1011,1461.48,236.01,43.05,16.48,2.9,0
20220806:1111,2729.47,426.45,49.25,16.39,2.76,0
20220806:1211,2715.93,424.15,52.82,16.29,2.97,0
20220806:1311,2683.69,419,52.88,16.38,3.17,0
20220806:1411,2557.13,399.61,49.42,16.43,3.17,0
20220806:1511,3667.67,569.23,43.28,16.54,3.1,0
20220806:1611,1978.26,312.25,35.5,16.5,3.03,0
20220806:1711,2178.32,346.34,26.87,16.33,2.83,0
20220806:1811,753.03,132.89,17.96,16.06,2.76,0
20220806:1911,135.75,34.06,9.17,15.98,2.69,0
20220806:2011,0,0,0,15.48,2.55,0
20220806:2111,0,0,0,14.92,2.34,0
20220806:2211,0,0,0,14.62,2.21,0
20220806:2311,0,0,0,14.31,2.21,0
20220807:0011,0,0,0,14.03,2.28,0
20220807:0111,0,0,0,13.83,2.48,0
20220807:0211,0,0,0,13.62,2.62,0
20220807:0311,0,0,0,13.37,2.48,0
20220807:0411,0,0,0,13.27,2.48,0
20220807:0511,0,0,0,13.12,2.41,0
20220807:0611,0,0,0,13.26,2.41,0
20220807:0711,765.07,133.97,17.47,13.49,2.28,0
20220807:0811,1456.65,233.42,26.39,13.94,2.97,0
20220807:0911,3102.9,474.94,35.02,14.5,3.93,0
20220807:1011,3872.72,591.7,42.82,15.01,4.48,0
20220807:1111,3790.99,580.83,49,15.08,4.48,0
20220807:1211,3188.91,489.78,52.55,15.21,4.69,0
20220807:1311,5584.55,863.73,52.6,15.35,4.97,0
20220807:1411,2764.95,426.17,49.15,15.72,5.17,0
20220807:1511,2656.05,409.7,43.02,15.89,5.1,0
20220807:1611,1700.42,268.9,35.26,15.64,4.69,0
20220807:1711,849.58,144.04,26.64,15.25,4.41,0
20220807:1811,549.73,99.71,17.73,15,4.48,0
20220807:1911,232.85,50.13,8.94,14.45,3.52,0
20220807:2011,0,0,0,14.07,3.38,0
20220807:2111,0,0,0,13.66,3.31,0
20220807:2211,0,0,0,13.26,3.17,0
20220807:2311,0,0,0,13.04,2.76,0
20220808:0011,0,0,0,12.92,2.55,0
20220808:0111,0,0,0,12.43,2.21,0
20220808:0211,0,0,0,12.08,2,0
20220808:0311,0,0,0,11.76,1.93,0
20220808:0411,0,0,0,11.29,2,0
20220808:0511,0,0,0,11.05,2.21,0
20220808:0611,245.76,51.59,8.48,11.39,2.21,0
20220808:0711,1094.94,205.35,17.27,11.88,2.62,0
20220808:0811,2689.47,420.19,26.18,13,3.45,0
20220808:0911,4124.5,628.79,34.81,13.73,3.72,0
20220808:1011,2213.48,343.34,42.59,14.45,4,0
20220808:1111,2284.13,354.71,48.75,15.03,4.41,0
20220808:1211,5378.71,831.74,52.28,15.34,4.76,0
20220808:1311,5048.92,778.3,52.32,15.34,4.83,0
20220808:1411,3971.4,608.4,48.87,15.32,4.76,0
20220808:1511,5173.82,794.82,42.77,15.41,4.69,0
20220808:1611,3283.55,500.82,35.01,14.85,4.83,0
20220808:1711,2400.47,375.32,26.4,14.47,4.62,0
20220808:1811,969.57,170.01,17.49,14.06,4.48,0
20220808:1911,193.41,43.44,8.69,13.43,3.86,0
20220808:2011,0,0,0,12.46,3.45,0
20220808:2111,0,0,0,11.76,3.17,0
20220808:2211,0,0,0,11.56,3.17,0
20220808:2311,0,0,0,11.39,3.03,0
20220809:0011,0,0,0,11.33,3.03,0
20220809:0111,0,0,0,10.9,3.03,0
20220809:0211,0,0,0,10.75,2.9,0
20220809:0311,0,0,0,10.56,2.69,0
20220809:0411,0,0,0,10.34,2.48,0
20220809:0511,0,0,0,10.02,2.21,0
20220809:0611,141.85,34.39,8.27,10.35,2.14,0
20220809:0711,1044.57,189.74,17.07,11.05,2,0
20220809:0811,2038.92,319.5,25.98,12.19,2.48,0
20220809:0911,3259.63,497.88,34.59,13.16,3.03,0
20220809:1011,5095.65,787.02,42.36,13.83,3.1,0
20220809:1111,5067.3,786.65,48.5,14.25,3.17,0
20220809:1211,2818.02,435.08,52,14.22,3.17,0
20220809:1311,5022.39,783.08,52.03,14.83,3.17,0
20220809:1411,4829.62,750.56,48.6,15.18,3.31,0
20220809:1511,3869,596.19,42.5,15.31,3.38,0
20220809:1611,2922.4,450.46,34.76,15.22,3.45,0
20220809:1711,1550.5,248.06,26.16,14.85,3.45,0
20220809:1811,281.16,57.7,17.24,13.91,3.52,0
20220809:1911,248.93,52.49,8.45,13.5,3.38,0
20220809:2011,0,0,0,12.77,2.69,0
20220809:2111,0,0,0,12.36,2.34,0
20220809:2211,0,0,0,11.59,1.86,0
20220809:2311,0,0,0,11.16,1.52,0
20220810:0011,0,0,0,10.42,1.52,0
20220810:0111,0,0,0,10.3,1.52,0
20220810:0211,0,0,0,9.62,1.45,0
20220810:0311,0,0,0,9.27,1.38,0
20220810:0411,0,0,0,9.13,1.52,0
20220810:0511,0,0,0,8.46,1.72,0
20220810:0611,226.51,47.97,8.06,8.35,1.66,0
20220810:0711,1077.83,202.13,16.86,10.68,1.31,0
20220810:0811,2732.64,428.47,25.77,12.42,2.41,0
20220810:0911,2742.85,420.6,34.38,13.36,3.1,0
20220810:1011,3710.28,568,42.13,14.39,3.66,0
20220810:1111,4783.44,739.52,48.24,14.71,3.59,0
20220810:1211,5382.35,841.62,51.72,15.28,3.52,0
20220810:1311,6382.25,1017.12,51.74,15.9,3.31,0
20220810:1411,6205.08,992.26,48.31,16.52,2.97,0
20220810:1511,5417.2,855.16,42.23,16.46,2.76,0
20220810:1611,4252.09,664.46,34.5,16.67,2.62,0
20220810:1711,2632.37,420.75,25.91,16.56,2.28,0
20220810:1811,1076.57,205.81,16.99,16.39,1.93,0
20220810:1911,169.49,39.82,8.19,15.5,1.38,0
20220810:2011,0,0,0,14.25,1.38,0
20220810:2111,0,0,0,12.51,1.31,0
20220810:2211,0,0,0,12.36,0.83,0
20220810:2311,0,0,0,12.26,0.21,0
20220811:0011,0,0,0,10.28,1.03,0
20220811:0111,0,0,0,7.94,1.79,0
20220811:0211,0,0,0,7.52,1.86,0
20220811:0311,0,0,0,7.58,2.14,0
20220811:0411,0,0,0,8.05,2.28,0
20220811:0511,0,0,0,8.8,2.41,0
20220811:0611,153.01,36.2,7.85,9.82,2.34,0
20220811:0711,713.2,125.19,16.65,11.4,2.62,0
20220811:0811,1147.69,187.16,25.56,13.2,2.69,0
20220811:0911,2270.19,351.96,34.16,14.3,3.1,0
20220811:1011,2427.48,376.86,41.89,15.24,3.38,0
20220811:1111,2194.16,343.27,47.97,15.81,3.72,0
20220811:1211,1660.03,265.25,51.43,17.03,4.48,0
20220811:1311,2351.37,370.3,51.45,17.81,3.72,0
20220811:1411,905.49,155.14,48.02,19.56,4.21,0
20220811:1511,1227.28,203.76,41.96,19.68,3.66,0
20220811:1611,386.1,75.68,34.24,19.12,3.1,0
20220811:1711,285.36,59.6,25.65,19.08,3.1,0
20220811:1811,222.31,49.19,16.74,18.73,3.1,0
20220811:1911,91.32,26.25,7.94,17.97,3.24,0
20220811:2011,0,0,0,17.43,3.1,0
20220811:2111,0,0,0,16.67,2.76,0
20220811:2211,0,0,0,16.01,2.28,0
20220811:2311,0,0,0,15.56,2,0
20220812:0011,0,0,0,15.26,1.79,0
20220812:0111,0,0,0,15.03,1.52,0
20220812:0211,0,0,0,14.75,1.31,0
20220812:0311,0,0,0,14.53,1.1,0
20220812:0411,0,0,0,14.15,1.24,0
20220812:0511,0,0,0,13.63,1.45,0
20220812:0611,176.62,40.73,7.63,13.52,1.1,0
20220812:0711,876.19,157.96,16.44,13.73,0.28,0
20220812:0811,2088.42,335.96,25.35,14.6,0.21,0
20220812:0911,2545.65,403.86,33.94,15.81,0.21,0
20220812:1011,2842.01,453.27,41.65,16.65,0.14,0
20220812:1111,3170.77,510.02,47.71,17.45,0.07,0
20220812:1211,3529.31,569.71,51.14,18.26,0.41,0
20220812:1311,2736.36,439.85,51.15,18.45,0.48,0
20220812:1411,2334.58,376.09,47.73,18.78,0.55,0
20220812:1511,2095.87,337.99,41.68,19.19,0.9,0
20220812:1611,2513.97,402.09,33.97,19.34,1.17,0
20220812:1711,1533.63,252.6,25.39,19.24,1.31,0
20220812:1811,314.42,64.33,16.48,18.99,1.59,0
20220812:1911,28.75,13.58,7.67,18.59,1.45,0
20220812:2011,0,0,0,17.47,1.72,0
20220812:2111,0,0,0,16.38,1.86,0
20220812:2211,0,0,0,15.63,1.79,0
20220812:2311,0,0,0,15.02,1.72,0
20220813:0011,0,0,0,14.69,1.59,0
20220813:0111,0,0,0,14,1.66,0
20220813:0211,0,0,0,13.51,1.59,0
20220813:0311,0,0,0,12.82,1.45,0
20220813:0411,0,0,0,12.37,1.38,0
20220813:0511,0,0,0,12.32,1.31,0
20220813:0611,188.5,42.54,7.42,12.5,1.1,0
20220813:0711,857.58,154.34,16.23,13.74,1.03,0
20220813:0811,1673.58,268.45,25.14,15.28,2.34,0
20220813:0911,1989.58,313.26,33.71,15.75,2.62,0
20220813:1011,1419.42,229.55,41.4,16.26,2.83,0
20220813:1111,2989.72,466.2,47.44,16.64,2.9,0
20220813:1211,1615.92,260.1,50.85,17.59,3.38,0
20220813:1311,2467.48,388.36,50.84,18.41,4.07,0
20220813:1411,5547.25,871.48,47.43,17.93,4.28,0
20220813:1511,3391.11,525.89,41.4,17.6,4,0
20220813:1611,2462.88,384.71,33.7,17.38,3.86,0
20220813:1711,1362.4,222.33,25.13,17.17,3.72,0
20220813:1811,599.7,109.17,16.22,16.84,3.66,0
20220813:1911,158.4,38.01,7.41,16.3,3.1,0
20220813:2011,0,0,0,16.09,2.69,0
20220813:2111,0,0,0,15.9,2.41,0
20220813:2211,0,0,0,15.7,2.55,0
20220813:2311,0,0,0,15.56,2.76,0
20220814:0011,0,0,0,15.38,2.69,0
20220814:0111,0,0,0,15.27,2.69,0
20220814:0211,0,0,0,15.31,2.76,0
20220814:0311,0,0,0,15.42,2.9,0
20220814:0411,0,0,0,15.61,3.31,0
20220814:0511,0,0,0,15.72,3.72,0
20220814:0611,78.01,23.53,7.2,15.72,4.07,0
20220814:0711,0,0,0,15.49,4.21,0
20220814:0811,784.08,134.67,24.92,15.81,4.55,0
20220814:0911,1475.42,236.19,33.49,16.3,5.59,0
20220814:1011,2841.93,436.88,41.16,16.63,6,0
20220814:1111,2326.34,361.76,47.17,16.79,6.14,0
20220814:1211,983.03,164.6,50.55,17.04,6.21,0
20220814:1311,1136.84,187.3,50.54,17.03,6.14,0
20220814:1411,842.85,143.79,47.13,16.93,6.07,0
20220814:1511,1542.02,246.9,41.11,17.16,6.14,0
20220814:1611,778.38,134.33,33.43,17.1,5.93,0
20220814:1711,348.56,69.06,24.86,17.06,5.66,0
20220814:1811,425.15,81.19,15.95,17.1,5.1,0
20220814:1911,96.7,27.15,7.13,16.97,5.1,0
20220814:2011,0,0,0,16.82,4.97,0
20220814:2111,0,0,0,16.73,4.9,0
20220814:2211,0,0,0,16.68,4.9,0
20220814:2311,0,0,0,16.63,4.83,0
20220815:0011,0,0,0,16.59,4.76,0
20220815:0111,0,0,0,16.61,4.69,0
20220815:0211,0,0,0,16.59,4.55,0
20220815:0311,0,0,0,16.53,4.41,0
20220815:0411,0,0,0,16.38,4.34,0
20220815:0511,0,0,0,16.14,4.21,0
20220815:0611,174.79,40.73,6.98,15.89,4.14,0
20220815:0711,0,0,0,15.79,4.07,0
20220815:0811,2206.12,348.78,24.71,16.05,5.17,0
20220815:0911,2925.33,448.2,33.26,16.76,6.76,0
20220815:1011,4252.88,648.51,40.91,17.52,7.24,0
20220815:1111,5922.58,913.07,46.89,18.06,7.31,0
20220815:1211,6069.65,941.47,50.25,18.51,7.24,0
20220815:1311,2552.7,397.51,50.22,18.16,6.62,0
20220815:1411,1067.46,177.84,46.82,18.06,6.21,0
20220815:1511,904.31,153.25,40.81,17.51,6.28,0
20220815:1611,640.17,113.52,33.14,16.78,5.86,0
20220815:1711,368.04,71.89,24.58,16.34,5.86,0
20220815:1811,225.8,49.19,15.68,15.89,4.69,0
20220815:1911,102.56,28.06,6.86,15.26,4.07,0
20220815:2011,0,0,0,14.69,4.14,0
20220815:2111,0,0,0,13.9,3.86,0
20220815:2211,0,0,0,13.35,3.86,0
20220815:2311,0,0,0,12.9,4.07,0
20220816:0011,0,0,0,12.58,4.14,0
20220816:0111,0,0,0,12.52,4.07,0
20220816:0211,0,0,0,12.23,4.14,0
20220816:0311,0,0,0,12.14,4.21,0
20220816:0411,0,0,0,11.92,4.34,0
20220816:0511,0,0,0,11.72,4,0
20220816:0611,173.13,39.82,6.76,11.75,3.86,0
20220816:0711,307.77,61.49,15.59,12.25,3.79,0
20220816:0811,2177.37,340.32,24.49,12.78,4,0
20220816:0911,3898.62,592.56,33.03,13.72,4.07,0
20220816:1011,1258.73,203.79,40.66,14.67,4.07,0
20220816:1111,5835.14,908.96,46.61,15.42,4.14,0
20220816:1211,2272.8,354.42,49.94,15.78,4.28,0
20220816:1311,2626.98,406.99,49.91,15.93,4.55,0
20220816:1411,2586.36,400.63,46.51,16.23,4.9,0
20220816:1511,3392.69,520.3,40.51,16.44,5.17,0
20220816:1611,1441.6,230.97,32.86,15.92,5.38,0
20220816:1711,1084.8,178.88,24.3,15.36,5.17,0
20220816:1811,752.48,135.63,15.4,14.91,4.21,0
20220816:1911,170.83,39.82,6.58,14.34,3.79,0
20220816:2011,0,0,0,13.66,3.59,0
20220816:2111,0,0,0,13.29,3.45,0
20220816:2211,0,0,0,13.21,3.31,0
20220816:2311,0,0,0,13.14,3.17,0
20220817:0011,0,0,0,13.18,3.1,0
20220817:0111,0,0,0,13.18,3.17,0
20220817:0211,0,0,0,13.09,3.38,0
20220817:0311,0,0,0,13.15,3.66,0
20220817:0411,0,0,0,13.32,4.07,0
20220817:0511,0,0,0,13.52,4.48,0
20220817:0611,0,5.43,6.53,13.65,4.76,0
20220817:0711,79.44,23.65,15.37,14,5.52,0
20220817:0811,187.7,42.57,24.27,14.05,5.66,0
20220817:0911,458.81,85.14,32.8,14.15,5.86,0
20220817:1011,483.04,88.92,40.41,14.51,6.07,0
20220817:1111,626.55,110.68,46.33,15.07,6,0
20220817:1211,744.4,128.65,49.64,16.15,6.97,0
20220817:1311,699.89,122.03,49.59,16,6.21,0
20220817:1411,833.18,141.9,46.2,16.07,5.66,0
20220817:1511,1010.83,168.38,40.21,16.91,7.66,0
20220817:1611,967.74,162.09,32.57,16.86,6.76,0
20220817:1711,705.2,123.16,24.02,16.51,5.66,0
20220817:1811,733.31,134.24,15.12,16.21,5.38,0
20220817:1911,21.54,11.77,6.29,15.79,5.31,0
20220817:2011,0,0,0,15.47,4.83,0
20220817:2111,0,0,0,15.26,4.76,0
20220817:2211,0,0,0,15.09,4.69,0
20220817:2311,0,0,0,14.98,4.62,0
20220818:0011,0,0,0,14.9,4.62,0
20220818:0111,0,0,0,14.87,4.48,0
20220818:0211,0,0,0,14.95,4.48,0
20220818:0311,0,0,0,15.11,4.41,0
20220818:0411,0,0,0,15.25,4.34,0
20220818:0511,0,0,0,15.42,4.41,0
20220818:0611,37.54,15.39,6.31,15.52,4.34,0
20220818:0711,684.92,125.11,15.15,16.07,4.41,0
20220818:0811,1457.52,235.5,24.04,16.49,5.31,0
20220818:0911,868.27,147.57,32.56,16.76,5.24,0
20220818:1011,683.42,120.14,40.15,16.89,5.03,0
20220818:1111,1562.77,250.66,46.05,17.11,4.76,0
20220818:1211,2169.21,341.32,49.32,17.64,4.76,0
20220818:1311,2253.4,354.34,49.26,18,4.83,0
20220818:1411,1936.68,307.16,45.88,18.16,4.9,0
20220818:1511,2279.14,358.67,39.9,18.7,4.55,0
20220818:1611,2274.39,359.21,32.27,19.04,3.72,0
20220818:1711,177.09,41.62,23.73,19.04,3.72,0
20220818:1811,123.08,32.16,14.83,18.86,2.62,0
20220818:1911,0,5.43,6,18.75,3.93,0
20220818:2011,0,0,0,18.15,4.69,0
20220818:2111,0,0,0,17.57,5.79,0
20220818:2211,0,0,0,17.02,5.45,0
20220818:2311,0,0,0,16.19,4.76,0
20220819:0011,0,0,0,15.73,4.28,0
20220819:0111,0,0,0,15.57,4,0
20220819:0211,0,0,0,15.48,3.72,0
20220819:0311,0,0,0,15.43,3.52,0
20220819:0411,0,0,0,15.37,3.38,0
20220819:0511,0,0,0,15.35,3.24,0
20220819:0611,132.98,33.49,6.08,15.4,2.97,0
20220819:0711,841.66,158.53,14.93,15.62,3.93,0
20220819:0811,2256.8,359.73,23.82,16.32,3.52,0
20220819:0911,2710.62,422.15,32.33,16.92,3.1,0
20220819:1011,3388.18,527.74,39.89,17.43,2.97,0
20220819:1111,2500.34,393.07,45.76,17.64,2.97,0
20220819:1211,3629.1,568.83,49.01,17.94,2.97,0
20220819:1311,3668.7,575.15,48.93,18.17,3.1,0
20220819:1411,3389.36,529.88,45.55,18.02,3.17,0
20220819:1511,2541.53,398.77,39.59,17.84,3.03,0
20220819:1611,2089.53,329.81,31.97,17.4,3.03,0
20220819:1711,1265.85,208.57,23.44,17.08,2.76,0
20220819:1811,458.88,87.27,14.54,16.89,2.69,0
20220819:1911,91.95,26.25,5.71,16.69,2.34,0
20220819:2011,0,0,0,16.37,2.21,0
20220819:2111,0,0,0,16.06,2.14,0
20220819:2211,0,0,0,15.88,1.93,0
20220819:2311,0,0,0,15.74,1.86,0
20220820:0011,0,0,0,15.66,1.86,0
20220820:0111,0,0,0,15.6,1.93,0
20220820:0211,0,0,0,15.53,2,0
20220820:0311,0,0,0,15.51,2,0
20220820:0411,0,0,0,15.46,2.07,0
20220820:0511,0,0,0,15.42,1.93,0
20220820:0611,68.67,21.72,5.86,15.37,1.93,0
20220820:0711,567.78,104.67,14.71,15.48,2.34,0
20220820:0811,1122.5,185.7,23.59,15.72,2.55,0
20220820:0911,2040.67,320.99,32.09,16.14,2.76,0
20220820:1011,3491.77,542.01,39.63,16.5,2.83,0
20220820:1111,2524.58,395.43,45.47,16.75,2.83,0
20220820:1211,2221.56,350.39,48.69,16.95,2.83,0
20220820:1311,2248.33,354.73,48.6,17.12,2.83,0
20220820:1411,1419.42,230.81,45.22,17.42,2.83,0
20220820:1511,2443.8,383.8,39.28,17.41,2.76,0
20220820:1611,1590.42,255.8,31.67,17.4,2.76,0
20220820:1711,1108.64,184.76,23.14,17.03,2.69,0
20220820:1811,453.1,86.35,14.25,16.64,2.41,0
20220820:1911,41.58,16.29,5.41,16.18,2.07,0
20220820:2011,0,0,0,15.8,2,0
20220820:2111,0,0,0,15.45,1.93,0
20220820:2211,0,0,0,15.21,1.93,0
20220820:2311,0,0,0,14.96,1.79,0
20220821:0011,0,0,0,14.84,1.72,0
20220821:0111,0,0,0,14.68,1.79,0
20220821:0211,0,0,0,14.56,1.86,0
20220821:0311,0,0,0,14.56,2.07,0
20220821:0411,0,0,0,14.46,2.21,0
20220821:0511,0,0,0,14.37,2.34,0
20220821:0611,55.28,19.01,5.63,14.44,2.48,0
20220821:0711,349.83,68.96,14.48,14.92,3.1,0
20220821:0811,943.27,158.51,23.36,15.47,3.17,0
20220821:0911,1096.52,181.23,31.85,16.52,4.48,0
20220821:1011,1327.55,216.07,39.37,17.43,4.9,0
20220821:1111,2233.28,351.02,45.17,18.27,5.24,0
20220821:1211,3701.49,574.08,48.37,18.49,5.17,0
20220821:1311,5954.02,939.59,48.27,18.42,4.62,0
20220821:1411,4207.42,651.01,44.89,18.87,5.79,0
20220821:1511,2139.9,337.01,38.96,18.87,5.79,0
20220821:1611,2111.23,332.58,31.36,18.58,5.1,0
20220821:1711,1273.85,210.13,22.84,18.25,4.9,0
20220821:1811,603.03,113.34,13.95,17.98,4.55,0
20220821:1911,106.05,28.96,5.11,17.95,4.76,0
20220821:2011,0,0,0,17.56,4.76,0
20220821:2111,0,0,0,17.18,4.76,0
20220821:2211,0,0,0,16.99,4.69,0
20220821:2311,0,0,0,16.86,4.69,0
20220822:0011,0,0,0,16.78,4.76,0
20220822:0111,0,0,0,16.77,4.83,0
20220822:0211,0,0,0,16.62,4.34,0
20220822:0311,0,0,0,16.31,3.38,0
20220822:0411,0,0,0,15.62,2.62,0
20220822:0511,0,0,0,14.53,2.62,0
20220822:0611,113.57,29.87,5.4,13.64,2.62,0
20220822:0711,516.86,95.72,14.26,13.65,2.48,0
20220822:0811,958.16,159.82,23.14,14.07,3.03,0
20220822:0911,2021.42,315.25,31.6,14.61,3.31,0
20220822:1011,2032.11,318.31,39.1,15.21,3.1,0
20220822:1111,2989.88,462.41,44.88,15.2,2.97,0
20220822:1211,4373.03,679.44,48.05,15.34,2.97,0
20220822:1311,4281.31,665.46,47.93,15.56,2.97,0
20220822:1411,5348.69,841.57,44.56,15.87,2.83,0
20220822:1511,4612.13,717.25,38.63,16.07,2.97,0
20220822:1611,3543.57,548.15,31.05,16.24,3.17,0
20220822:1711,1333.17,217.7,22.54,15.83,3.1,0
20220822:1811,191.9,43.52,13.64,15.32,3.1,0
20220822:1911,14.41,9.96,4.8,14.72,2.76,0
20220822:2011,0,0,0,14.16,2.69,0
20220822:2111,0,0,0,13.64,2.48,0
20220822:2211,0,0,0,13.23,2.28,0
20220822:2311,0,0,0,13.01,2.28,0
20220823:0011,0,0,0,13.08,2.55,0
20220823:0111,0,0,0,13.16,2.9,0
20220823:0211,0,0,0,13.13,3.17,0
20220823:0311,0,0,0,13.01,3.17,0
20220823:0411,0,0,0,13.11,3.38,0
20220823:0511,0,0,0,13.12,3.86,0
20220823:0611,108.82,28.96,5.16,13.14,4.07,0
20220823:0711,817.5,153.12,14.03,12.84,3.72,0
20220823:0811,1686.01,265.86,22.9,12.32,4.14,0
